标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
早期珍贵影像“完整的童年”,https://www.bilibili.com/video/BV1oh4y1s7bL,野生大肥扬,333020125,107450,2472,10358,2447,619,260,2023/6/1 16:25,1070,这一期算是把之前所有的“完整童年”整理了一下 在最早的几期因为当时没有保存素材，想放进去也没用，不过想看的话可以去翻一翻视频里主要出镜路人都经过当事人同意上传，如有遗漏，可以私信我修改处理！最后各位别忘一键三连哈，您的的支持是我加快更新的动力！YouTube：野生大肥扬Dafeiyang微信公众号/微博：野生大肥扬BGM:??? ?????? ??? – ??? (?? ?? ?? ??)Shit,未找到作者简介,"六一儿童节的不同打开方式,人类迷惑行为,是在下输了,户外,搞笑,童年回忆杀,童年,野生大肥扬,珍贵影像,儿童节,我在B站拍短剧·夏日剧场,生活,出行",614348024
六月降暑系列《黑色电话》，靠通灵自救，逃脱变态魔爪！,https://www.bilibili.com/video/BV1ks4y1i7Np,刘哔电影,27218150,305440,1701,21849,4275,4032,1044,2023/6/1 20:57,1093,六月降暑系列《黑色电话》，靠通灵自救，逃脱变态魔爪！,未找到作者简介,"映后第一时间唠唠电影,影评,电影解说,影视杂谈,犯罪,惊悚,悬疑,剧情,恐怖,电影,随手拍影评·初夏电影嘉年华,影视,影视杂谈",996810895
盘点经典影视超解气名场面！主打一个大快人心~,https://www.bilibili.com/video/BV15X4y187fm,虫哥说电影,29296192,566541,4492,27983,3125,2764,337,2023/6/2 17:20,1103,回想以前很多经典影视里都会有虐主角让人非常憋屈的剧情，有些编剧就很贴心，会在剧中安排超解气的回击剧情，正是因为这些超解气的名场面，才让我们观众看的非常舒坦。,未找到作者简介,"经典好剧考古安利,电视剧解说,电影解说,搞笑,宫心计,美人心计,知否,爽文,延禧攻略,忘川风华录,星动安利大作战·初夏篇,影视,影视杂谈",356857331
【全网首发】左纳乌载具续航计算公式  海拉鲁能源大学真的开课了  [每一位载具设计师的必修课  第二期]_哔哩哔哩bilibili_塞尔达传说_游戏资讯,https://www.bilibili.com/video/BV1Xk4y1W7Uu,魔界往人Elice,2083190,77462,456,4573,3308,2043,886,2023/6/1 17:00,1113,简介：所有数据均是个人通过采集卡录制后对视频分析、统计、推导而来，；更多塞尔达传说实用攻略教学，爆笑沙雕集锦，你所不知道的塞尔达传说游戏知识，热门塞尔达传说游戏视频7*24小时持续更新,未找到作者简介,"【全网首发】左纳乌载具续航计算公式  海拉鲁能源大学真的开课了  [每一位载具设计师的必修课  第二期],万物皆可塞尔达,塞尔达传说,switch,游戏资讯,游戏杂谈,公式,游戏,左纳乌,王国之泪,统计,教程攻略,万物皆可游戏 塞尔达篇,游戏,单机游戏",741798328
真实的拆弹专家是什么样？_哔哩哔哩bilibili,https://www.bilibili.com/video/BV1Lo4y1u7Mw,森纳映画,1724598,384959,2811,50900,21045,8816,580,2023/6/2 17:00,1126,简介：本期联合“武汉公安”，给大家介绍警方的排爆装备以及拆弹专家是；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"真实的拆弹专家是什么样？,拆弹专家,拆弹,EOD,武汉警方,游戏,单机游戏",399304957
时隔四年回国！冒菜果然还是要配中国米饭！VLOG,https://www.bilibili.com/video/BV14u411p7U3,泡福Witheve,383645446,78621,669,5494,2801,542,76,2023/6/1 20:19,1131,下下期回苗乡～！！状况百出！哈哈哈本视频部分感谢植卡美的赞助！！,未找到作者简介,"bilibili旅行奇遇记,萌娃,旅游,vlog,美食,Vlog我的探店笔记,旅行,生活记录,中国,回国,贵州,亲子,生活,出行",529285762
因为喜欢你，所以愿意去做..,https://www.bilibili.com/video/BV1xd4y1f7aC,星坠忆佳人,519547068,270818,1283,22955,11191,5428,2687,2023/5/27 13:21,1140,那一天她真的好开心好开心特别感谢当时所以现场帮忙的同学BGM: 回忆观影券、世间美好与你环环相扣、想见你想见你想见你、和煦的糖果、creep、有何不可,未找到作者简介,"有何不可,恋爱,校园爱情,浪漫,爱情,告白,表白,校园,纯爱战士,记录,仪式感,生活,日常",401550215
一个视频搞懂多巴胺 | 是瘾就能戒，用多巴胺自律上瘾！【白实验】,https://www.bilibili.com/video/BV1SN41117oY,歌白说Geslook,315846984,1010552,5777,81194,67600,60529,6564,2023/5/31 17:30,1146,我不相信一个人的意志力，是因为我的意志力曾经不堪一击。我也相信我自己的意志力，因为我知道巅峰我的意志力有多牛逼。人是复杂的动物，但如果你此时正在上瘾，那么就不要相信自己。加油走出来，走出来之后，请你相信你自己，因为你已经走出来了。你很牛逼！我是歌白，陪你一起慢慢变好，主打一个陪伴。参考书籍如下：《大脑通信员》《成瘾》《基因彩票》知乎赢向量的《中年才懂内啡肽》,未找到作者简介,"记录我看的书,科学,上瘾,实验,多巴胺,自律,戒瘾,阿B的全宇宙,知识,社科·法律·心理",486781021
【你当像鸟飞往你的山 】在专制家庭下只能野蛮生长,https://www.bilibili.com/video/BV1ZL411q7gy,天真的和感伤的小说家,314521322,177452,1532,14584,8076,5201,2038,2023/5/31 18:03,1152,【你当像鸟飞往你的山 】在专制家庭下只能野蛮生长,未找到作者简介,"公益贴贴计划,文学,人文,读书,家庭,心理,你当像鸟飞往你的山,知识,人文历史",444268548
骑行新疆，为出国骑行做最后的准备，回到那拉提镇在封闭公路上露营,https://www.bilibili.com/video/BV11P411X7UD,徐云流浪中国,697166795,1038486,8677,82657,53800,5812,2329,2023/5/31 18:32,1154,-,未找到作者简介,"我的旅行流水账,户外,旅游,生活记录,一起fun放假,生活,出行",314293476
电视问答变血腥杀场！这样的真人秀你敢参加吗？《九号秘事》第八季第五集,https://www.bilibili.com/video/BV1vh4y1d7GN,小片片说大片,10119428,1635556,4346,100487,23496,12490,1819,2023/5/31 18:25,1157,接下来你们看到的所有内容，都是英国BBC二台的直播画面。正在播出的是一档问答竞赛真人秀。留心每一处细节，跟随我的解说，咱们一起走进这档节目……关注微信公众号：小片片说大片，更多宠粉福利等你来！,未找到作者简介,"一人一部悬疑剧安利,英剧,影评,9号秘事,喜剧,剧情,悬疑,恐怖,犯罪,9号秘事第八季,九号秘事,影视,影视杂谈",656866798
10000元人民币只能在伦敦蜗居！？英国房价太夸张了！,https://www.bilibili.com/video/BV1d24y1A7Ua,中国BOY超级大猩猩,562197,1472871,12900,118056,29356,12901,9366,2023/5/31 11:40,1158,感谢能让我拍摄参观的这两位兄弟！怎么说，想看土耳其的租房视频吗？那就多多点赞吧！家人们！,未找到作者简介,"跟着UP主出行看世界,租房,英国,vlog,伦敦,生活记录,中国BOY,记录,房价,bilibili旅行奇遇记,生活,出行",784220894
超长详解：正新鸡排是怎么笑到最后的?,https://www.bilibili.com/video/BV1yh4y1R7gH,曹小灵比比叨,298753342,287023,769,13404,2649,2123,422,2023/5/29 11:00,1167,四大天王之正新鸡排发家史：正新鸡排的出现，只是一场急需去库存的意外,未找到作者简介,"行业那些事儿,财经,历史,社会,商业,下海,就业,正新鸡排,知识,财经商业",656695350
【low君】《刁蛮公主》：这剧的男女主人设放现在都很能打！！！,https://www.bilibili.com/video/BV1vu4y1f7f6,low君热剧,34189415,1918271,7664,102150,19179,14771,6640,2023/5/27 10:30,1175,真心推荐大家看一看~,未找到作者简介,"影视考古大赛,张娜拉,苏有朋,高露,鲍蕾,司徒静,白云飞安宁公主,林江国,陈秀丽,文媚儿,一起fun放假,影视,影视杂谈",826620778
小傲小潮到处跑！整点淄博小烧烤！,https://www.bilibili.com/video/BV1Um4y1474e,小傲想睡觉,446430908,2278239,18531,143542,41014,24776,2445,2023/6/1 12:00,1176,美食区一鸽，前来觐见！感谢关注！感谢点赞、投币、收藏、转发！,未找到作者简介,"搞笑研究所,烧烤,自驾游,探店,旅游,vlog,美食,Vlog我的探店笔记,高能,生活记录,小潮院长,搞笑研究所2023 4.0,生活,搞笑",699309866
【天草&蒋芸】生日再一次去迪士尼玩吧～（简短记录生活片段,https://www.bilibili.com/video/BV1pP411D7uE,蒋芸Mirai,114866,115874,10807,16517,18120,6761,2274,2023/6/1 23:39,1196,-,未找到作者简介,"六一行动fake news,奉天承芸,迪士尼,蒋芸,王晓佳,生活,日常",314351303
六月我们能玩到哪些游戏？【游研社】_暗黑破坏神,https://www.bilibili.com/video/BV15o4y1u7MR,游研社,31700507,112915,984,7141,4493,1667,284,2023/6/1 22:09,1210,简介：六月大作真不少，精挑细远全想要。你问哪作值得买？视频里来见分；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"六月我们能玩到哪些游戏？【游研社】,推荐宝藏游戏,暗黑破坏神,steam,蓝色协议,MMORPG,暗黑4,最终幻想16,街霸6,游戏,单机游戏",399301614
